track,i,ax,ay,az,speed,t,vx,vy,vz,x,y,z
track7,62,6.95455788,-16.37508,-1.46693983,6.42216516,0.9833333,2.12074788,-4.94430506,-3.50720418,0.93289673,1.404009,0.58219513
track7,63,7.04521782,-16.29325301,-1.39708728,6.68423101,1,2.23816841,-5.21585982,-3.53048901,0.96922111,1.31934079,0.52354756
track7,64,7.10810605,-16.21435514,-1.35330537,6.9480321,1.016667,2.35663708,-5.48609962,-3.55304415,1.00751123,1.23015762,0.464518
track7,65,7.14821489,-16.14869087,-1.32895613,7.21348123,1.033333,2.47577423,-5.755245,-3.57519346,1.0477814,1.13647956,0.4051159
track7,66,7.17131161,-16.10199251,-1.31690396,7.48056786,1.05,2.59529633,-6.02361208,-3.59714191,1.09004041,1.03832222,0.34534632
track7,67,7.1822696,-16.07711296,-1.31201982,7.74933806,1.066667,2.71500106,-6.2915645,-3.61900895,1.13429298,0.93569554,0.28521161
track7,68,7.18520447,-16.07045506,-1.3109206,8.01981828,1.17,2.83475471,-6.55940595,-3.64085767,1.18054103,0.82860391,0.2247126
track8,1,-0.38666979,-6.90740718,-8.4871062,5.46667725,0,0.10547546,3.44444407,4.24372951,0.08986644,0.95529395,0.9237938
track8,2,-0.42974698,-7.08564304,-8.71839887,5.27933101,0.01666666,0.098313,3.32634978,4.09842257,0.09156468,1.01171735,0.99331188
track8,3,-0.46840685,-7.26263233,-8.95238027,5.08708977,0.03333333,0.0905062,3.20530567,3.94921593,0.09313817,1.06614792,1.06037566
track8,4,-0.50403927,-7.43374139,-9.19543342,4.88990056,0.05,0.08210553,3.08140973,3.7959584,0.09457661,1.11853732,1.12491891
track8,5,-0.53699172,-7.59295518,-9.45201665,4.68771622,0.06666666,0.07315565,2.95486023,3.63842448,0.09587045,1.16883967,1.18687223
track8,6,-0.56453693,-7.73382505,-9.72358909,4.48054002,0.08333333,0.06374669,2.82596288,3.47636433,0.09701131,1.21701329,1.24616225
track8,7,-0.58477198,-7.85105564,-10.01037935,4.26842998,0.10000003,0.05400047,2.69511169,3.30952434,0.09799254,1.26302234,1.30271144
track8,8,-0.59982041,-7.94092007,-10.31413755,4.05146384,0.11666663,0.04400344,2.56276276,3.13762171,0.09880924,1.30683805,1.35643776
track8,9,-0.61411808,-8.00103983,-10.63564864,3.82974107,0.13333333,0.03376812,2.42941183,2.96036054,0.09945734,1.34843959,1.40725438
track8,10,-0.63324963,-8.03023525,-10.97231531,3.60342078,0.15000003,0.02321394,2.29557431,2.77748826,0.09993219,1.38781455,1.45506988
track8,11,-0.66253732,-8.02841009,-11.31847117,3.37276041,0.16666663,0.01217163,2.16176721,2.58884669,0.10022707,1.42495914,1.49978943
track8,12,-0.7058498,-7.99653184,-11.66625475,3.13814765,0.18333333,0.00040744,2.02849141,2.39440872,0.10033189,1.45987803,1.54131664
track8,13,-0.76754573,-7.9364298,-12.00877129,2.90009997,0.20000003,-0.01238502,1.89621732,2.19426214,0.10023208,1.492584,1.57955564
track8,14,-0.85132672,-7.85082207,-12.34019572,2.65927336,0.21666663,-0.02657382,1.76537002,1.9885918,0.09990742,1.52309729,1.61441283
track8,15,-0.95806594,-7.74343486,-12.65119544,2.41654324,0.23333333,-0.04254162,1.63631251,1.77773812,0.09933146,1.5514447,1.64579897
track8,16,-1.08662273,-7.61884031,-12.92971041,2.17309967,0.25000003,-0.06065204,1.50933159,1.56224251,0.09847151,1.57765845,1.6736322
track8,17,-1.2342493,-7.48228252,-13.1652456,1.93053286,0.26666663,-0.0812229,1.38462663,1.34282131,0.09728922,1.60177482,1.69784112
track8,18,-1.39810673,-7.3395686,-13.35060229,1.69098305,0.28333333,-0.10452472,1.26230024,1.12031083,0.09574132,1.62383259,1.71836726
track8,19,-1.57398165,-7.19678292,-13.48253111,1.45745377,0.30000003,-0.1307578,1.14235362,0.89560153,0.09378063,1.64387141,1.73516656
track8,20,-1.75899123,-7.06008841,-13.56161,1.23447694,0.31666663,-0.16007438,1.02468524,0.66957424,0.09135702,1.6619301,1.74820972
track8,21,-1.95518782,-6.93560649,-13.59194309,1.02949084,0.33333333,-0.19266091,0.90909157,0.44304141,0.08841755,1.67804494,1.75748153
track8,22,-2.16760773,-6.82909892,-13.57862447,0.85543858,0.35000003,-0.22878778,0.79527303,0.21673054,0.08490547,1.69224801,1.76297965
track8,23,-2.40076596,-6.74567247,-13.52404941,0.73389792,0.36666663,-0.26880063,0.68284493,-0.00867073,0.08075889,1.70456568,1.76471348
track8,24,-2.6567645,-6.68958181,-13.42631313,0.69173093,0.38333333,-0.31308012,0.57135168,-0.23244306,0.07590988,1.71501734,1.76270419
track8,25,-2.93704978,-6.66418653,-13.2818557,0.74085572,0.40000003,-0.36203105,0.46028168,-0.45380777,0.07028394,1.7236143,1.75698543
track8,26,-3.24045273,-6.67198472,-13.08911224,0.86398876,0.41666663,-0.4160387,0.34908171,-0.67196007,0.06380001,1.73035901,1.74760401
track8,27,-3.56318902,-6.71459472,-12.85031854,1.03320392,0.43333333,-0.47542531,0.23717158,-0.88613248,0.05637113,1.73524447,1.73461988
track8,28,-3.90295551,-6.79269046,-12.57166274,1.22798661,0.45000003,-0.54047469,0.12395984,-1.09566061,0.04790528,1.7382539,1.7181049
track8,29,-4.25704422,-6.90605232,-12.26236482,1.43666541,0.46666663,-0.61142557,0.00885874,-1.30003377,0.03830609,1.73936072,1.69814074
track8,30,-4.62056508,-7.0536805,-11.93375424,1.65304283,0.48333333,-0.68843515,-0.10870284,-1.49893007,0.0274739,1.73852869,1.674816
track8,31,-4.98732472,-7.23371886,-11.59813903,1.87390369,0.50000003,-0.77155739,-0.22926506,-1.69223277,0.01530727,1.73571228,1.64822292
track8,32,-5.3511182,-7.44347258,-11.267651,2.09766974,0.51666663,-0.86074287,-0.35332318,-1.88002733,0.00170474,1.73085737,1.61845403
track8,33,-5.71119973,-7.67953094,-10.95226933,2.32371317,0.53333333,-0.95592972,-0.48131562,-2.06256552,-0.01343423,1.72390203,1.58559902
track8,34,-6.07279801,-7.93796319,-10.66250617,2.55203928,0.55000003,-1.05714323,-0.61361527,-2.24027431,-0.03020987,1.71477759,1.54974195
track8,35,-6.44051207,-8.21439036,-10.40967524,2.78309025,0.56666663,-1.16448531,-0.75052205,-2.41376924,-0.04872348,1.70340976,1.51095818
track8,36,-6.81769115,-8.50394803,-10.1996095,3.01753624,0.58333333,-1.27811372,-0.8922548,-2.58376307,-0.06907851,1.68971992,1.46931199
track8,37,-7.20786298,-8.80135453,-10.03159429,3.25611071,0.60000003,-1.39824501,-1.03894434,-2.75095665,-0.09138154,1.67362657,1.4248559
track8,38,-7.61423357,-9.10113827,-9.90260448,3.49953406,0.61666663,-1.52514916,-1.19063028,-2.91600039,-0.11574321,1.65504674,1.37763117
track8,39,-8.03984803,-9.39779177,-9.80928046,3.74848368,0.63333333,-1.65914689,-1.34726046,-3.07948872,-0.14227906,1.63389761,1.32766866
track8,40,-8.4851069,-9.68582459,-9.74734235,4.00354736,0.65000003,-1.80056563,-1.50869119,-3.24194475,-0.17111006,1.61009796,1.27498994
track8,41,-8.94420313,-9.95991276,-9.7112833,4.26515185,0.66666663,-1.94963598,-1.67469007,-3.4037998,-0.2023618,1.58356973,1.21960863
track8,42,-9.40534431,-10.21497496,-9.69178691,4.53346096,0.68333333,-2.10639203,-1.84493999,-3.5653299,-0.2361621,1.55423942,1.16153243
track8,43,-9.85082754,-10.44640769,-9.67773616,4.80830451,0.70000003,-2.27057282,-2.01904713,-3.72662583,-0.27263688,1.52203947,1.10076601
track8,44,-10.26143768,-10.65040368,-9.66084968,5.08920368,0.71666663,-2.44159712,-2.19655422,-3.88764031,-0.31190504,1.48690939,1.03731367
track8,45,-10.62012428,-10.82422143,-9.63617248,5.37543204,0.73333333,-2.61859954,-2.37695827,-4.04824351,-0.35407343,1.44879671,0.97118117
track8,46,-10.91433559,-10.96650523,-9.60273893,5.66610696,0.75000003,-2.8005055,-2.55973372,-4.20828947,-0.39923273,1.40765752,0.90237659
track8,47,-11.13631216,-11.07736299,-9.5623462,5.96027071,0.76666663,-2.98611108,-2.74435681,-4.36766223,-0.44745463,1.36345668,0.83091018
track8,48,-11.28665245,-11.15858962,-9.51947975,6.25700571,0.78333333,-3.17422233,-2.93033367,-4.52632054,-0.49879085,1.3161675,0.75679351
track8,49,-11.37480188,-11.21359357,-9.48156737,6.5555611,0.80000003,-3.36380274,-3.11722727,-4.68434698,-0.5532745,1.26577106,0.68003779
track8,50,-11.4164269,-11.24710933,-9.45498527,6.85541092,0.81666663,-3.5540769,-3.30467947,-4.84193038,-0.61092361,1.21225506,0.60065199
track8,51,-11.42939452,-11.26456995,-9.44081437,7.15622639,0.83333333,-3.74456719,-3.49242268,-4.99927761,-0.67174577,1.15561243,0.51864176
track8,52,-11.42899001,-11.27144231,-9.43525939,7.45780887,0.85000003,-3.93505074,-3.68028042,-5.15653224,-0.73574271,1.09583978,0.43400984
track8,53,-11.42743981,-11.27291953,-9.43401177,7.76006529,0.86666663,-4.12550845,-3.86816279,-5.31376609,-0.80291417,1.03293596,0.34675718
track9,1,1.8001065,-9.30597427,-3.72171051,6.46573071,0,0.50559192,5.62753443,3.14339095,0.23600028,0.88155422,0.85306354
track9,2,1.82818778,-9.32085578,-4.02095642,6.30049789,0.01666667,0.53606172,5.4721868,3.076375,0.24468073,0.97405191,0.90489493
track9,3,1.86084794,-9.47861955,-4.22576668,6.1317297,0.03333333,0.56707586,5.31420977,3.00594554,0.25387354,1.06393857,0.95558094
track9,4,1.89525284,-9.75406714,-4.37690443,5.95821155,0.05,0.59866342,5.15164196,2.93299712,0.26358804,1.15115402,1.00507214
track9,5,1.9281446,-10.11475529,-4.51371935,5.77889796,0.06666667,0.63079917,4.98306267,2.85776845,0.27383356,1.23560991,1.05332853
track9,6,1.95700686,-10.52514409,-4.65508451,5.59311887,0.08333333,0.66341595,4.80764356,2.78018369,0.28461869,1.31719914,1.10031148
track9,7,1.97953154,-10.9501336,-4.80772718,5.40066781,0.1,0.69640815,4.6251413,2.70005489,0.29595056,1.3958057,1.14598014
track9,8,1.9930227,-11.35983089,-4.98340458,5.20167753,0.1166667,0.7296252,4.43581075,2.61699813,0.30783417,1.47131365,1.19028892
track9,9,1.99454514,-11.72864275,-5.19220225,4.99656169,0.1333333,0.76286763,4.24033333,2.53046141,0.32027162,1.54361486,1.23318443
track9,10,1.98117263,-12.03504678,-5.43911516,4.78598789,0.15,0.79588718,4.03974918,2.43980947,0.33326124,1.61261556,1.27460336
track9,11,1.95062936,-12.26174,-5.72907816,4.57080884,0.1666667,0.82839768,3.8353868,2.34432481,0.34679695,1.67824171,1.31447115
track9,12,1.90200607,-12.39580984,-6.06676974,4.35199776,0.1833333,0.86009778,3.62878993,2.24321197,0.36086775,1.74044319,1.35270064
track9,13,1.83626338,-12.42862146,-6.45122579,4.13064055,0.2,0.89070218,3.4216462,2.13569151,0.37545775,1.79919684,1.3891915
track9,14,1.75656134,-12.35703756,-6.87387348,3.90794214,0.2166667,0.91997821,3.21569553,2.02112693,0.39054676,1.85450803,1.42383167
track9,15,1.66741105,-12.18354563,-7.31917852,3.68523785,0.2333333,0.9477684,3.0126364,1.8991406,0.40611132,1.90641081,1.45650057
track9,16,1.57398708,-11.91588371,-7.7713891,3.46396252,0.25,0.97400152,2.8140383,1.76961742,0.42212607,1.95496644,1.48707356
track9,17,1.48134933,-11.56585837,-8.21972844,3.24559926,0.2666667,0.99869068,2.62127395,1.63262192,0.43856517,2.00026072,1.51542556
track9,18,1.39367463,-11.14915568,-8.66210108,3.03160941,0.2833333,1.0219186,2.43545465,1.48825354,0.45540359,2.04240013,1.54143286
track9,19,1.31411716,-10.6846004,-9.10652296,2.82338278,0.3,1.04382055,2.25737794,1.33647813,0.47261808,2.08150708,1.56497229
track9,20,1.24468807,-10.19108713,-9.56006101,2.62235267,0.3166667,1.06456536,2.08752646,1.17714375,0.49018797,2.11771462,1.58591915
track9,21,1.18652714,-9.68417238,-10.01391529,2.43029672,0.3333333,1.08434081,1.92612355,1.01024512,0.50809553,2.15116171,1.60414739
track9,22,1.14007257,-9.17638419,-10.44955368,2.24957417,0.35,1.10334203,1.77318379,0.83608586,0.52632622,2.18198928,1.61953349
track9,23,1.10566008,-8.67903568,-10.85054564,2.08322621,0.3666667,1.1217697,1.62853316,0.6552434,0.54486882,2.21033693,1.63196123
track9,24,1.08426747,-8.20251705,-11.20045723,1.93502829,0.3833333,1.13984083,1.49182452,0.46856907,0.56371558,2.23633991,1.64132634
track9,25,1.0775571,-7.75683494,-11.48571898,1.80937387,0.4,1.15780012,1.36254391,0.27714039,0.58286259,2.26012632,1.64754058
track9,26,1.08771367,-7.35247426,-11.70352503,1.71089223,0.4166667,1.17592868,1.24000265,0.0820816,0.60231033,2.28181421,1.6505341
track9,27,1.11701089,-6.99984067,-11.85768115,1.64383079,0.4333333,1.19454553,1.12333861,-0.11554646,0.62206429,2.30150873,1.65025523
track9,28,1.16756695,-6.70888133,-11.95358073,1.61123265,0.45,1.21400499,1.0115239,-0.31477285,0.64213555,2.31929925,1.64666923
track9,29,1.24100559,-6.48874032,-11.99576789,1.61414565,0.4666667,1.23468842,0.90337821,-0.51470235,0.66254133,2.33525677,1.63975694
track9,30,1.33798912,-6.34838737,-11.98639742,1.65124668,0.4833333,1.25698824,0.79757173,-0.71447568,0.68330531,2.34943136,1.62951379
track9,31,1.45824471,-6.29539991,-11.92546258,1.7191472,0.5,1.28129232,0.69264838,-0.91323343,0.70445765,2.36184986,1.61594954
track9,32,1.6002322,-6.3345526,-11.80765681,1.8131692,0.5166667,1.30796287,0.58707248,-1.11002775,0.72603478,2.3725142,1.59908903
track9,33,1.7618311,-6.46746993,-11.62786192,1.92824123,0.5333333,1.33732672,0.47928129,-1.30382549,0.74807886,2.38140049,1.57897358
track9,34,1.94075227,-6.69303589,-11.38925644,2.05966227,0.55,1.3696726,0.36773067,-1.49364647,0.7706372,2.38845892,1.55566131
track9,35,2.13501895,-7.00790615,-11.10203292,2.20356075,0.5666667,1.40525626,0.25093221,-1.67868039,0.79376161,2.39361445,1.52922525
track9,36,2.34313063,-7.40632177,-10.77269764,2.35696479,0.5833333,1.44430844,0.12749349,-1.85822538,0.81750799,2.39676799,1.49975103
track9,37,2.56410586,-7.88053992,-10.40447838,2.51770681,0.6,1.48704355,-0.00384887,-2.03163339,0.84193592,2.39779837,1.46733553
track9,38,2.79689181,-8.42178124,-10.00451465,2.68435455,0.6166667,1.53365842,-0.14421192,-2.19837534,0.86710845,2.39656453,1.43208545
track9,39,3.0399637,-9.02169267,-9.58321778,2.85612899,0.6333333,1.58432449,-0.29457349,-2.35809566,0.89309164,2.39290798,1.39411485
track9,40,3.29090083,-9.67236732,-9.15088679,3.03278546,0.65,1.63917285,-0.45577964,-2.51061047,0.91995413,2.38665504,1.35354229
track9,41,3.54609916,-10.36588047,-8.71323477,3.21444289,0.6666667,1.69827452,-0.62854435,-2.65583108,0.94776619,2.377619,1.3104886
track9,42,3.80120413,-11.09377856,-8.26576353,3.4013505,0.6833333,1.76162793,-0.8134407,-2.79359384,0.97659872,2.36560246,1.26507672
track9,43,4.05134502,-11.84649416,-7.79891661,3.59374033,0.7,1.82915036,-1.01088231,-2.92357581,1.00652188,2.35039976,1.21743363
track9,44,4.29145139,-12.61319288,-7.3002386,3.79172527,0.7166667,1.90067456,-1.22110223,-3.04524647,1.03760376,2.33179989,1.16769343
track9,45,4.51671009,-13.38237362,-6.75861414,3.99527294,0.7333333,1.97595308,-1.44414184,-3.15789006,1.06990899,2.30958952,1.11600062
track9,46,4.7230389,-14.1412081,-6.1679471,4.20423465,0.75,2.05467041,-1.67982869,-3.2606892,1.10349753,2.28355642,1.06251245
track9,47,4.90784252,-14.87415351,-5.52163872,4.41829727,0.7666667,2.1364678,-1.92773129,-3.35271653,1.13842369,2.25349342,1.00740072
track9,48,5.07051142,-15.56388723,-4.81491812,4.63697328,0.7833333,2.22097634,-2.18712947,-3.43296519,1.17473573,2.2192029,0.95085336
track9,49,5.21261806,-16.19424831,-4.05151085,4.85969488,0.8,2.30785333,-2.45703366,-3.50049038,1.21247599,2.18050154,0.89307456
track9,50,5.33717883,-16.75311902,-3.25026592,5.08599802,0.8166667,2.39680633,-2.73625236,-3.55466149,1.25168149,2.13722414,0.83428161
track9,51,5.44815418,-17.23301325,-2.43621649,5.3155899,0.8333333,2.48760892,-3.02346931,-3.59526511,1.29238496,2.08922645,0.77469888
track9,52,5.54935284,-17.6299536,-1.63223896,5.54830432,0.85,2.58009815,-3.31730193,-3.62246909,1.33461586,2.03638668,0.71455108
track9,53,5.64360264,-17.94479676,-0.85975981,5.78408534,0.8666667,2.67415821,-3.61638193,-3.63679843,1.37840134,1.97860597,0.65405717
track9,54,5.73249069,-18.18336398,-0.1372534,6.02297088,0.8833333,2.76969974,-3.91943806,-3.63908598,1.42376683,1.91580746,0.59342479
track9,55,5.81627616,-18.35606021,0.51416377,6.26514443,0.8999993,2.8666377,-4.22537246,-3.63051659,1.47073632,1.84793403,0.53284476
track9,56,5.89395105,-18.47601859,1.07271995,6.51095024,0.9166659,2.96487023,-4.53330616,-3.61263792,1.51933223,1.77494502,0.47248512
track9,57,5.96334627,-18.5568049,1.52566238,6.76079911,0.9333325,3.06425936,-4.84258631,-3.58721021,1.56957498,1.69681257,0.41248638
track9,58,6.02177499,-18.61136191,1.86958048,7.0150857,0.9499991,3.16462229,-5.15277573,-3.55605052,1.62148234,1.61351787,0.35295919
track9,59,6.0669127,-18.64967373,2.11259744,7.27408586,0.9666657,3.26573753,-5.46360369,-3.52084056,1.67506868,1.52504802,0.29398509
track9,60,6.09750978,-18.67625711,2.27507018,7.53784188,0.9833323,3.36736271,-5.77487471,-3.48292272,1.73034453,1.43139402,0.23562038
track9,61,6.1142935,-18.69307556,2.37771199,7.80619462,0.9999989,3.46926762,-6.08642603,-3.44329417,1.78731646,1.33254983,0.1779019
track9,62,6.12022223,-18.70289215,2.43602184,8.07889299,1.0166655,3.57127135,-6.39814096,-3.4026938,1.84598763,1.22851175,0.12085199
track9,63,6.11976414,-18.70839311,2.46361529,8.355649,1.0333321,3.67326744,-6.70994757,-3.36163354,1.9063588,1.11927765,0.06448258
track9,64,6.11746976,-18.71106825,2.47419244,8.63614614,1.0499987,3.77522529,-7.02179877,-3.32039699,1.96842958,1.00484641,0.00879898
track9,65,6.11628812,-18.71166216,2.4770118,8.92006438,1.0666653,3.87716344,-7.33365987,-3.27911345,2.0321995,0.88521756,-0.04619695
